id_arc;lstpoints;parent;highway;nomvoie;surface
364633955-2;[718368644, 5494546565, 840829610];364633955;primary_link;Avenue Chanoine Jean Lamarque;
366017979;[1829836630, 3055063727, 8835995477, 1829836623, 3055063732, 3055063754, 4625128436];366017979;residential;Quai Amiral Bergeret;asphalt
369248787-1;[255402862, 1797177086, 5484526672, 255402863];369248787;secondary;Avenue Duvergier de Hauranne;asphalt
369248787-2;[255402863, 7606600286];369248787;secondary;Avenue Duvergier de Hauranne;asphalt
369248787-3;[7606600286, 706311335, 7606600287];369248787;secondary;Avenue Duvergier de Hauranne;asphalt
369248787-4;[7606600287, 5484526674, 4285831112];369248787;secondary;Avenue Duvergier de Hauranne;asphalt
369248787-5;[4285831112, 4127494891, 1890041789, 4127494890, 10733895566, 401332570];369248787;secondary;Avenue Duvergier de Hauranne;asphalt
369248790-1;[255402862, 5484526693, 3730555300];369248790;service;Avenue Duvergier de Hauranne;
369248790-2;[3730555300, 3730553720, 10024304211, 3730553713];369248790;service;Avenue Duvergier de Hauranne;
369415573-1;[4014816155, 4014816143];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-2;[4014816143, 1831069513, 1831069509, 3732064419, 3737650695];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-3;[3737650695, 8870131917];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-4;[8870131917, 7602711549, 3732064422, 8870131921, 8870131920, 8870115614];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-5;[8870115614, 3737650701, 8870115615];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-6;[8870115615, 8870131919];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-7;[8870131919, 8870131926];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-8;[8870131926, 5484528553];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-9;[5484528553, 597617491];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-10;[597617491, 3732065926];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-11;[3732065926, 4461740219];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-12;[4461740219, 1808592006];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-13;[1808592006, 8434579204];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-14;[8434579204, 6583692168];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-15;[6583692168, 706302144];369415573;pedestrian;Esplanade Roland Barthes;sett
369415573-16;[706302144, 7602711550, 1831069501, 1831069520, 4014816155];369415573;pedestrian;Esplanade Roland Barthes;sett
369415574;[3732064414, 254053907];369415574;footway;;asphalt
369415575;[3732064423, 1840379703];369415575;footway;;asphalt
369415576-1;[3732064418, 1797148225, 10055688306, 1797148203];369415576;footway;;
369415576-2;[1797148203, 3732064409];369415576;footway;;
369415577-1;[1828784577, 1827160768, 3732064423];369415577;footway;;asphalt
369415577-2;[3732064423, 3554319599];369415577;footway;;asphalt
369415577-3;[3554319599, 3732065925, 2321308341];369415577;footway;;asphalt
369415578-1;[3732064409, 3732064411, 3732064415, 3732064417, 3732064416, 3732064412, 3732064410];369415578;footway;;asphalt
369415578-2;[3732064410, 254522018];369415578;footway;;asphalt
369571626;[2133890183, 254950957, 3733474552, 5484528536];369571626;footway;;asphalt
369574261;[476283464, 7695786526, 476283465];369574261;residential;Rue René Cuzacq;
369713607-1;[269247916, 1464368274];369713607;living_street;Rue des Gouverneurs;concrete
369713607-2;[1464368274, 7531505241];369713607;living_street;Rue des Gouverneurs;concrete
369713607-3;[7531505241, 1828784578];369713607;living_street;Rue des Gouverneurs;concrete
369713608-1;[3734832287, 3734832288, 6326881685, 4434324837];369713608;pedestrian;Esplanade de l'Échauguette;gravel
369713608-2;[4434324837, 3734832290, 9245849844, 2013030589, 3734832281, 8264966601];369713608;pedestrian;Esplanade de l'Échauguette;gravel
369713608-3;[8264966601, 6528389289, 8264966598];369713608;pedestrian;Esplanade de l'Échauguette;gravel
369713608-4;[8264966598, 8264966599, 3734832279, 3734832280, 9623895004, 3734832278, 5487050177];369713608;pedestrian;Esplanade de l'Échauguette;gravel
369713608-5;[5487050177, 3734832277, 5480607896, 28334395, 8264966600, 3734832287];369713608;pedestrian;Esplanade de l'Échauguette;gravel
370039821-1;[3737650688, 7860398215, 7860398216, 3737650689, 3737650690];370039821;path;;asphalt
370039821-2;[3737650690, 9799456995, 3737650691, 9799456996, 5484526719];370039821;path;;asphalt
370039821-3;[5484526719, 3737650693, 3737650694, 7860398217, 5484526709];370039821;path;;asphalt
370039821-4;[5484526709, 5763327593];370039821;path;;asphalt
370039821-5;[5763327593, 5484526720, 7860398218, 7860398219, 2133890183];370039821;path;;asphalt
370039825;[3668881327, 7629134859];370039825;footway;;paved
370039826-1;[3513549741, 3732064413];370039826;footway;;asphalt
370039826-2;[3732064413, 1829833001];370039826;footway;;asphalt
370039826-3;[1829833001, 1829833009];370039826;footway;;asphalt
370039826-4;[1829833009, 5484528563, 5484528565, 5484528564];370039826;footway;;asphalt
370039826-5;[5484528564, 1806155776];370039826;footway;;asphalt
370039826-6;[1806155776, 3737650695];370039826;footway;;asphalt
370039826-7;[3737650695, 5643154847, 5643154848, 5643154849];370039826;footway;;asphalt
370039830-1;[3737650707, 597617491];370039830;pedestrian;Quai Augustin Chaho;paving_stones
370039830-2;[597617491, 5484528553];370039830;pedestrian;Quai Augustin Chaho;paving_stones
370039830-3;[5484528553, 8870131926];370039830;pedestrian;Quai Augustin Chaho;paving_stones
370039830-4;[8870131926, 8870131919];370039830;pedestrian;Quai Augustin Chaho;paving_stones
370039830-5;[8870131919, 8870122838, 8870131927, 8870115616];370039830;pedestrian;Quai Augustin Chaho;paving_stones
370039830-6;[8870115616, 3737650700, 8870115613];370039830;pedestrian;Quai Augustin Chaho;paving_stones
370039830-7;[8870115613, 3737650697, 4868223488];370039830;pedestrian;Quai Augustin Chaho;paving_stones
370039830-8;[4868223488, 5484528556, 5484528557, 5484528558, 388496625, 3737650706, 3737650707];370039830;pedestrian;Quai Augustin Chaho;paving_stones
373658554-1;[3605927463, 7671011642];373658554;path;;paved
373658554-2;[7671011642, 7671011638];373658554;path;;paved
373658554-3;[7671011638, 7671011636];373658554;path;;paved
373658554-4;[7671011636, 7671011623];373658554;path;;paved
373658554-5;[7671011623, 5602458347, 7671011626];373658554;path;;paved
373658554-6;[7671011626, 7671011629];373658554;path;;paved
373658554-7;[7671011629, 7671011622];373658554;path;;paved
373658554-8;[7671011622, 4119145599];373658554;path;;paved
373658554-9;[4119145599, 7593076824];373658554;path;;paved
373658554-10;[7593076824, 7671011609];373658554;path;;paved
373658554-11;[7671011609, 7593076821, 7671011611];373658554;path;;paved
373658554-12;[7671011611, 7671011603];373658554;path;;paved
373658554-13;[7671011603, 7593076820, 7671011606];373658554;path;;paved
373658554-14;[7671011606, 7671011601];373658554;path;;paved
373658554-15;[7671011601, 3770909471, 7593076819, 2623391535];373658554;path;;paved
373658562-1;[3668904710, 5487073228, 5487073227, 3770909473, 3770909474];373658562;path;;
373658562-2;[3770909474, 5487073232];373658562;path;;
376365810;[3798028389, 3798028393, 3798028388, 3798028394];376365810;footway;;
376365811;[718368644, 3798028390, 3798028397, 5484526641, 3798028395, 3798028389];376365811;footway;;
388269483-1;[3914828515, 3914828520, 3914828519];388269483;footway;;asphalt
388269483-2;[3914828519, 3914828525, 1840379703];388269483;footway;;asphalt
388269484-1;[6847880148, 3914828516, 3914828529, 3914828528, 6847875652, 3914828524, 6847875651, 3914828515];388269484;footway;;asphalt
388269484-2;[3914828515, 6847875650, 3914828514];388269484;footway;;asphalt
388269484-3;[3914828514, 3914828518, 3914828522, 1797148275];388269484;footway;;asphalt
388269484-4;[1797148275, 1797148273];388269484;footway;;asphalt
388269484-5;[1797148273, 3914828527, 3914828526, 3914828517, 2436291970];388269484;footway;;asphalt
388269485;[3914828514, 3914828521, 3914828523, 3914828530, 3914828519];388269485;footway;;asphalt
388269498-1;[3914829097, 3914829099, 5488242201, 3914829100, 4515293352, 5498725872];388269498;service;;asphalt
388269498-2;[5498725872, 3914829098, 3914829101, 6847880148];388269498;service;;asphalt
388269498-3;[6847880148, 6847880149, 3914829102];388269498;service;;asphalt
388270167-1;[8300441485, 8300441489];388270167;footway;;paving_stones
388270167-2;[8300441489, 8300441488, 8300441487];388270167;footway;;paving_stones
388271275-1;[3605927463, 7593076823, 7593076822];388271275;path;;
388271275-2;[7593076822, 3554296011];388271275;path;;
388271276-1;[3914846059, 1887243234];388271276;footway;;asphalt
388271276-2;[1887243234, 3914846060];388271276;footway;;asphalt
388271276-3;[3914846060, 1887243240];388271276;footway;;asphalt
388271276-4;[1887243240, 5637083862];388271276;footway;;asphalt
388271276-5;[5637083862, 5637083868];388271276;footway;;asphalt
388271276-6;[5637083868, 10055655194];388271276;footway;;asphalt
388271276-7;[10055655194, 3914846058, 3914844127];388271276;footway;;asphalt
388271277-1;[3914844127, 10055655202];388271277;footway;;paving_stones
388271277-2;[10055655202, 3554296026, 3554296007, 3914844126];388271277;footway;;paving_stones
398735177-1;[4014806436, 4014806435, 4014806433];398735177;service;;asphalt
398735177-2;[4014806433, 4014806434];398735177;service;;asphalt
398735986;[4014812159, 6290764014, 2288482744];398735986;pedestrian;Chemin de Mousserolles;asphalt
398735987-1;[5484526684, 2288482742];398735987;pedestrian;Chemin de Mousserolles;
398735987-2;[2288482742, 6749418666];398735987;pedestrian;Chemin de Mousserolles;
398735988;[4014812160, 4014812159];398735988;pedestrian;Chemin de Mousserolles;asphalt
398737493-1;[4014816154, 388382463];398737493;pedestrian;La Plachotte;paving_stones
398737493-2;[388382463, 388382460];398737493;pedestrian;La Plachotte;paving_stones
398737493-3;[388382460, 388382465];398737493;pedestrian;La Plachotte;paving_stones
398737493-4;[388382465, 4014816148];398737493;pedestrian;La Plachotte;paving_stones
398737493-5;[4014816148, 4014816154];398737493;pedestrian;La Plachotte;paving_stones
398737730;[4014824970, 3668881325];398737730;footway;;
398737980;[8792418550, 7593050975, 4014838846, 4014831785, 4014836493];398737980;service;;
398738103-1;[4014831786, 7593120811];398738103;residential;;
398738103-2;[7593120811, 7593120812, 4014835663];398738103;residential;;
398738187;[3563710433, 3563710155, 1806155820];398738187;service;;asphalt
398738423;[4014836498, 4014836501];398738423;service;;
398738424;[4014836497, 4014836495, 4014836494, 4014836493];398738424;service;;
398738425;[3563710433, 4014836500, 4014836496];398738425;service;;
398738426;[4014836493, 4014836499];398738426;service;;
398738511-1;[4014827258, 4014827255];398738511;service;;
398738511-2;[4014827255, 4014827251];398738511;service;;
398738512-1;[4014827253, 4014827257, 7593287795];398738512;service;;asphalt
398738512-2;[7593287795, 7593287793];398738512;service;;asphalt
398738512-3;[7593287793, 4014827254, 7593196360];398738512;service;;asphalt
398738512-4;[7593196360, 7593196359, 7593196358, 4014827249];398738512;service;;asphalt
398738513-1;[4014827249, 7593196351, 4014827256, 4014827251];398738513;service;;asphalt
398738513-2;[4014827251, 4014827252];398738513;service;;asphalt
398740000-1;[4014853250, 6231013319];398740000;footway;;concrete
398740000-2;[6231013319, 4014853244];398740000;footway;;concrete
398740000-3;[4014853244, 4014853247, 6349200249, 6349200248, 4014853241, 6349200247, 6349200246, 6349200245, 4014853253, 4014853246];398740000;footway;;concrete
398740000-4;[4014853246, 4268135367];398740000;footway;;concrete
398740000-5;[4268135367, 4268135368];398740000;footway;;concrete
398740000-6;[4268135368, 4268135370];398740000;footway;;concrete
398740000-7;[4268135370, 4014853232, 6349200244, 4014853231, 5790038510, 6349200243, 4014853239, 4189662211, 4014853248, 4014853249, 4014853236, 6349200242, 4014853245, 4014853229];398740000;footway;;concrete
398740000-8;[4014853229, 6349200241, 4014853233, 6349200240, 4014853242, 4014853251, 5487073223, 4014853238, 5487073224, 4014853252, 4014853228, 4014853237];398740000;footway;;concrete
398740001;[4014853240, 4014853243, 4014853234, 4014853237];398740001;steps;;concrete
406461623;[3733474551, 5484528545, 5484528543];406461623;footway;;
406463881-1;[3649039668, 8758462067];406463881;footway;;
406463881-2;[8758462067, 5464276986];406463881;footway;;
408914680-1;[840829604, 4108173546, 3798028389];408914680;service;;
408914680-2;[3798028389, 3914823326];408914680;service;;
409045431-1;[388382222, 388382405];409045431;residential;Rue Douer;asphalt
409045431-2;[388382405, 5732084626];409045431;residential;Rue Douer;asphalt
409045431-3;[5732084626, 388382341];409045431;residential;Rue Douer;asphalt
409045432;[4109357221, 6036202599];409045432;pedestrian;Rue des Augustins;
409045433-1;[1828784585, 269247892];409045433;pedestrian;Rue de la Monnaie;sett
409045433-2;[269247892, 10929143691];409045433;pedestrian;Rue de la Monnaie;sett
409045434;[388382274, 388382278];409045434;pedestrian;Ruelle Port-Neuf;
409045435-1;[255402703, 388382272];409045435;pedestrian;Rue Port Neuf;sett
409045435-2;[388382272, 388314411];409045435;pedestrian;Rue Port Neuf;sett
409045435-3;[388314411, 255402735];409045435;pedestrian;Rue Port Neuf;sett
409045436-1;[255402703, 388382267];409045436;pedestrian;Rue Lormand;paving_stones
409045436-2;[388382267, 388382259];409045436;pedestrian;Rue Lormand;paving_stones
409045436-3;[388382259, 4109357227, 255402680];409045436;pedestrian;Rue Lormand;paving_stones
409049617;[1801329759, 1801329760, 11145782836, 1801329761];409049617;service;Place Paul Bert;asphalt
409051985-1;[1801850120, 6043901032, 6043901028, 388189796];409051985;residential;Rue Jules Labat;asphalt
409051985-2;[388189796, 8241015832, 6043901029, 8227618700, 3585243485, 388382243];409051985;residential;Rue Jules Labat;asphalt
409051986;[712884540, 388382245, 6043901030, 6043901027];409051986;residential;Rue de Gramont;asphalt
409051987;[3150254925, 4867754104, 1829852854];409051987;residential;Rue du Canal;asphalt
409051988-1;[364415670, 8118376335, 9887201234];409051988;residential;Place de la République;asphalt
409051988-2;[9887201234, 8118376334];409051988;residential;Place de la République;asphalt
409051989;[577898260, 2388636969, 3150254923, 1829846423];409051989;residential;Rue de Belfort;asphalt
409052827;[1829846383, 3055063733, 3055063737, 1829836626, 3055063730, 4625128436];409052827;residential;Quai Amiral Bergeret;asphalt
409052828-1;[1829846383, 3055063724, 3055063759, 1804863268, 3055063755, 254951317];409052828;residential;Quai Amiral Bergeret;asphalt
409052828-2;[254951317, 1829836644, 5464276924, 1829836628, 1829836638];409052828;residential;Quai Amiral Bergeret;asphalt
410047263;[4119107467, 4119107468, 4119117307, 4119107469];410047263;service;;asphalt
410047827;[4119111049, 4119111050, 4119111030, 4119111040, 4119111046];410047827;footway;;
410047999-1;[1694774113, 4119113087, 5602310254, 8530243654];410047999;service;;
410047999-2;[8530243654, 5602325237];410047999;service;;
410047999-3;[5602325237, 4119113490, 4119113088];410047999;service;;
410051217;[6385110010, 6385110009, 4119145600, 7671011615];410051217;service;;
410301950;[4121327634, 1806210382, 1806210383, 1806210385, 6406843652, 1806210386, 1806210420, 6406843651, 1806210421, 1806210369, 6406843650, 1806210372, 1806210312, 6406843648, 6406843649, 6406843646, 6406843647, 1806210313];410301950;service;Impasse Gayon;
410915756-1;[2288482707, 8669023252];410915756;path;;asphalt
